Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SF1CC9CS,2018.09,483.529,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2018.12,526.556,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2019.03,526.708,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2019.06,526.198,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2019.09,562.389,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2019.12,553.013,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2020.03,544.98,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2020.06,438.285,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2020.09,640.815,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2020.12,586.716,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2021.03,607.984,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2021.06,649.537,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2021.09,571.443,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2021.12,660.889,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2022.03,694.268,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2022.06,690.096,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2022.09,703.166,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2022.12,750.011,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2023.03,754.565,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2023.06,721.217,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2023.09,717.497,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2023.12,669.396,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2024.03,640.452,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2024.06,638.153,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2024.09,626.423,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2024.12,621.001,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2025.03,620.571,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2025.06,631.65,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2025.09,639.016,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2025.12,633.061,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2026.03,683.626,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2026.06,689.248,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CT,2016.06,488.226,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2016.09,505.029,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2016.12,506.11,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2017.03,495.269,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2017.06,478.267,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2017.09,472.466,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2017.12,484.052,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2018.03,499.448,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2018.06,505.243,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2018.09,510.88,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2018.12,521.745,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2019.03,526.082,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2019.06,534.833,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2019.09,551.572,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2019.12,553.493,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2020.03,549.965,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2020.06,561.226,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2020.09,575.115,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2020.12,586.428,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2021.03,613.274,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2021.06,641.348,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2021.09,653.087,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2021.12,666.283,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2022.03,685.811,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2022.06,692.905,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2022.09,709.965,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2022.12,744.103,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2023.03,749.929,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2023.06,731.61,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2023.09,707.398,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2023.12,673.512,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2024.03,643.651,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2024.06,634.348,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2024.09,627.675,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2024.12,620.426,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2025.03,622.167,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2025.06,630.171,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2025.09,637.448,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2025.12,653.764,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2026.03,677.348,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CC9CT,2026.06,690.037,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Trend,
BDCQ.SF1CCCA,2016.06,24193.497,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2016.09,23091.046,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2016.12,26711.908,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2017.03,25530.882,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2017.06,26453.877,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2017.09,25116.09,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2017.12,29414.524,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2018.03,27310.22,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2018.06,28060.813,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2018.09,26813.586,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2018.12,30445.376,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2019.03,28355.678,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2019.06,28425.172,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2019.09,27075.579,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2019.12,31667.45,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2020.03,29081.295,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2020.06,25631.863,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2020.09,26692.333,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2020.12,30495.139,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2021.03,29060.804,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2021.06,30635.246,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2021.09,27699.995,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2021.12,35245.763,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2022.03,33302.861,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2022.06,32737.683,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2022.09,32222.324,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2022.12,35749.295,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2023.03,31712.247,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2023.06,32874.216,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2023.09,29676.477,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2023.12,33397.049,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2024.03,30786.886,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2024.06,32235.012,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2024.09,29702.56,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2024.12,35253.356,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2025.03,34221.55,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2025.06,33768.436,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2025.09,31728.213,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2025.12,36815.633,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2026.03,35626.319,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCA,2026.06,37266.625,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Unadjusted,
BDCQ.SF1CCCS,2016.06,24271.497,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2016.09,24414.285,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2016.12,25031.624,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2017.03,25735.666,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2017.06,26523.19,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2017.09,26714.049,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2017.12,27567.396,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2018.03,27559.808,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2018.06,28041.612,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2018.09,28444.607,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2018.12,28560.704,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2019.03,28620.781,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2019.06,28382.262,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2019.09,28782.523,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2019.12,29641.678,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2020.03,29386.4,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2020.06,25525.405,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2020.09,28391.276,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2020.12,28518.958,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2021.03,29526.942,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2021.06,30423.134,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2021.09,29617.255,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2021.12,33057.555,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2022.03,33812.645,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2022.06,32386.971,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2022.09,34783.733,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2022.12,33355.857,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2023.03,32240.116,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
BDCQ.SF1CCCS,2023.06,32505.193,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Manufacturing,Current,Seasonally adjusted,
